No.,Compound,RT_adj,from_adj,to_adj
320,76,11.555704279742788,11.055704279742788,12.055704279742788
321,"Benzaldehyde, 4-methyl-",11.674861400296802,11.174861400296802,12.174861400296802
322,67,11.77160102753201,11.27160102753201,12.27160102753201
323,61,11.786525625922753,11.286525625922753,12.286525625922753
324,"Benzenemethanol, ?,?-dimethyl-",11.790746817171923,11.290746817171923,12.290746817171923
325,"Phenol, 2-methoxy-",11.848689015680558,11.348689015680558,12.348689015680558
326,Terpinolene,11.9066312141892,11.4066312141892,12.4066312141892
327,trans-Linalool oxide (furanoid),11.9066312141892,11.4066312141892,12.4066312141892
328,Fenchone,11.9066312141892,11.4066312141892,12.4066312141892
329,104,11.953672153151647,11.453672153151647,12.453672153151647
330,Cymenene<para->,11.964574432555686,11.464574432555686,12.464574432555686
331,2-Nonanone,11.964574432555686,11.464574432555686,12.464574432555686
332,90,12.016351590933622,11.516351590933622,12.516351590933622
333,44,12.023317219402243,11.523317219402243,12.523317219402243
334,168,12.065102831351695,11.565102831351695,12.565102831351695
335,Methyl benzoate,12.080459849430705,11.580459849430705,12.580459849430705
336,68,12.09992587440577,11.59992587440577,12.59992587440577
337,91,12.141712506213072,11.641712506213072,12.641712506213072
338,113,12.246180216471599,11.746180216471599,12.746180216471599
339,Linalool,12.282519531250204,11.782519531250204,12.782519531250204
340,77,12.3337392171226,11.8337392171226,12.8337392171226
341,Nonanal<N->,12.3683247884117,11.8683247884117,12.8683247884117
342,Hotrienol,12.3683247884117,11.8683247884117,12.8683247884117
343,85,12.414333089192901,11.914333089192901,12.914333089192901
344,Maltol,12.539934285482001,12.039934285482001,13.039934285482001
345,148,12.5496531168622,12.0496531168622,13.0496531168622
346,105,12.591442871094001,12.091442871094001,13.091442871094001
347,Fenchol<endo->,12.654341634114802,12.154341634114802,13.154341634114802
348,Levoglucosenone,12.654341634114802,12.154341634114802,13.154341634114802
349,5 (DCSE),12.692222086588803,12.192222086588803,13.192222086588803
350,Phenylethyl Alcohol,12.7115447998049,12.2115447998049,13.2115447998049
351,alpha-cyclocitral,12.7115447998049,12.2115447998049,13.2115447998049
352,114,12.7277567545575,12.2277567545575,13.2277567545575
353,106,12.7804911295575,12.3804911295575,13.1804911295575
354,"Benzene, 1,2,3,5-tetramethyl-",12.825951131185104,12.325951131185104,13.325951131185104
355,Ethyl hexanoic acid<2->,12.854553222656499,12.354553222656499,13.354553222656499
356,107,12.9367045084638,12.4367045084638,13.4367045084638
357,199,13.056103515625301,12.6561035156253,13.456103515625301
358,Ocimene<allo->,13.083366902669503,12.783366902669503,13.383366902669504
359,Limona ketone,13.169171142578394,12.669171142578394,13.669171142578394
360,"Bicyclo[3.1.1]heptan-2-one, 6,6-dimethyl-",13.3064595540367,12.8064595540367,13.8064595540367
361,"2,5-Pyrrolidinedione, 1-ethyl-",13.313806152344,12.813806152344,13.813806152344
362,115,13.334702555338799,12.834702555338799,13.834702555338799
363,"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-, [1S-(1?,3?,5?)]-",13.348826090494999,12.848826090494999,13.848826090494999
364,Benzyl nitrile,13.369383748372707,12.869383748372707,13.869383748372707
365,2-Oxepanone,13.455187988281502,12.955187988281502,13.955187988281502
366,Heptalactone<gamma->,13.483790079752902,13.083790079752902,13.883790079752902
367,116,13.516784667968999,13.016784667968999,14.016784667968999
368,Camphor,13.540993245442998,13.040993245442998,14.040993245442998
369,13 (DCSE),13.566771443685202,13.066771443685202,14.066771443685202
370,"(R,S)-5-Ethyl-6-methyl-3E-hepten-2-one",13.569595336914302,13.069595336914302,14.069595336914302
371,124,13.624244181315404,13.124244181315404,14.124244181315404
372,Nerol oxide,13.632518513997693,13.132518513997693,14.132518513997693
373,Pyranone,13.741204833984604,13.241204833984604,14.241204833984604
374,Ethyl hexyl acetate<2->,13.741204833984604,13.241204833984604,14.241204833984604
375,"2(3H)-Furanone, dihydro-4-hydroxy-",13.741204833984604,13.341204833984603,14.141204833984604
376,Isomenthone,13.769806925455999,13.269806925455999,14.269806925455999
377,108,13.774488321940394,13.274488321940394,14.274488321940394
378,Isoborneol,13.827010091146105,13.327010091146105,14.327010091146105
379,86,13.855083211263306,13.355083211263306,14.355083211263306
380,93,13.949607340495104,13.449607340495104,14.449607340495104
381,"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1-alpha,2-alpha,5-alpha)-",13.970018513997701,13.470018513997701,14.470018513997701
382,Viridene,14.027221679687797,13.527221679687797,14.527221679687797
383,118,14.032190958659099,13.532190958659099,14.532190958659099
384,117,14.035757446289299,13.535757446289299,14.535757446289299
385,Benzyl acetate,14.141629028320597,13.641629028320597,14.641629028320597
386,Borneol,14.1988321940107,13.6988321940107,14.6988321940107
387,20,14.2043243408206,13.7043243408206,14.7043243408206
388,119,14.238154093424802,13.738154093424802,14.738154093424802
389,Ethyl benzoate,14.256035359700807,13.756035359700807,14.756035359700807
390,3-Methylacetophenone,14.256035359700807,13.756035359700807,14.756035359700807
391,Linalool oxide<cis->(pyanoid),14.313238525390894,13.813238525390894,14.813238525390894
392,"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1-alpha,2-beta,5-alpha)",14.327539062500302,13.827539062500302,14.827539062500302
393,1-Nonanol,14.3418406168623,13.8418406168623,14.8418406168623
394,Octanoic acid,14.3418406168623,13.8418406168623,14.8418406168623
395,79,14.371483357747698,13.871483357747698,14.871483357747698
396,Menthol,14.4276448567711,13.9276448567711,14.9276448567711
397,Linalool oxide<trans->(pyranoid),14.456246948242498,13.956246948242498,14.956246948242498
398,Terpinen-4-ol,14.5134501139326,14.0134501139326,15.0134501139326
399,"Benzaldehyde, 2,4-dimethyl-",14.542052205403905,14.042052205403905,15.042052205403905
400,69,14.594362386068,14.094362386068,15.094362386068
401,Naphthalene,14.656458536784099,14.156458536784099,15.156458536784099
402,Naphthalene-D8,14.664011637370097,14.164011637370097,15.164011637370097
403,"Ethanone, 1-(4-methylphenyl)-",14.713661702474202,14.213661702474202,15.213661702474202
404,70,14.733660888672201,14.233660888672201,15.233660888672201
405,p-Cymen-8-ol,14.742263793945597,14.242263793945597,15.242263793945597
406,Cryptone,14.770865885417,14.270865885417,15.270865885417
407,Benzenecarboxylic acid,14.799466959635698,14.299466959635698,15.299466959635698
408,"Butanoic acid, 3-hexenyl ester, (Z)-",14.799466959635698,14.299466959635698,15.299466959635698
409,"3,7-Octadiene-2,6-diol, 2,6-dimethyl-",14.8566701253258,14.3566701253258,15.3566701253258
410,Decanone<2->,14.885272216797201,14.385272216797201,15.385272216797201
411,158,14.9117645263675,14.4117645263675,15.4117645263675
412,alpha-Terpineol,14.913873291015896,14.413873291015896,15.413873291015896
413,"1-Octanol, 3,7-dimethyl-",14.913873291015896,14.413873291015896,15.413873291015896
414,109,14.943604532877892,14.443604532877892,15.443604532877892
415,Methyl salicylate,15.028280639648697,14.528280639648697,15.528280639648697
416,p-Creosol,15.0425811767581,14.5425811767581,15.5425811767581
417,Myrtenol,15.0854838053388,14.5854838053388,15.5854838053388
418,110,15.156576293390836,14.656576293390836,15.656576293390836
419,Safranal,15.167851389034427,14.667851389034427,15.667851389034427
420,126,15.205363058757774,14.705363058757774,15.705363058757774
421,Decanal,15.27767585258097,14.77767585258097,15.77767585258097
422,127,15.279039783655767,14.779039783655767,15.779039783655767
423,Catechol,15.360043436276497,14.860043436276497,15.860043436276497
424,197,15.410464066799493,14.910464066799493,15.910464066799493
425,"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-",15.442412038591298,14.942412038591298,15.942412038591298
426,"Benzoic acid, 4-methyl-, methyl ester",15.497323761054988,14.997323761054988,15.997323761054988
427,128,15.50903380708605,15.00903380708605,16.00903380708605
428,"3-Cyclohexene-1-acetaldehyde, ?,4-dimethyl-",15.552235483518672,15.052235483518672,16.052235483518672
429,129,15.57872773101139,15.07872773101139,16.07872773101139
430,"Benzofuran, 2,3-dihydro-",15.634604085833361,15.134604085833361,16.13460408583336
431,149,15.645435063516759,15.145435063516759,16.145435063516757
432,"Formamide, N-phenyl-",15.66205994706521,15.16205994706521,16.16205994706521
433,130,15.70716644135432,15.20716644135432,16.207166441354317
434,Cyclocitral<beta->,15.744427530760841,15.244427530760841,16.24442753076084
435,Benzothiazole,15.77188339199268,15.27188339199268,16.27188339199268
436,"Ethanol, 2-phenoxy-",15.799339253224524,15.299339253224524,16.299339253224524
437,131,15.816686337767706,15.316686337767706,16.316686337767706
438,Methenamine,15.854251994307385,15.354251994307385,16.354251994307383
439,5-Hydroxymethylfurfural,15.909163716771072,15.409163716771072,16.409163716771072
440,"3,4-Dimethoxytoluene",15.909163716771072,15.409163716771072,16.409163716771072
441,159,15.96304561524926,15.46304561524926,16.46304561524926
442,Nerol,15.964075439234751,15.464075439234751,16.46407543923475
443,Bornylene,15.964075439234751,15.464075439234751,16.46407543923475
444,Hexenyl valerate<3Z->,16.01898716169854,15.51898716169854,16.51898716169854
445,143,16.092478497906715,15.592478497906715,16.592478497906715
446,"Benzene, 2-methoxy-4-methyl-1-(1-methylethyl)-",16.101355764013242,15.701355764013242,16.50135576401324
447,"Carvacrol, methyl ether",16.101355764013242,15.701355764013242,16.50135576401324
448,Quinoline,16.101355764013242,15.601355764013242,16.601355764013242
449,cis-3-Hexenyl isovalerate,16.12881162524508,15.628811625245081,16.62881162524508
450,111,16.158190639478587,15.658190639478587,16.658190639478587
451,144,16.25277554155414,15.75277554155414,16.75277554155414
452,Cuminaldehyde,16.26609195002347,15.766091950023469,16.76609195002347
453,"2-Butanone, 3-phenyl-",16.26609195002347,15.766091950023469,16.76609195002347
454,174,16.301562306920985,15.801562306920985,16.801562306920985
455,Carvone,16.34845953371909,15.84845953371909,16.84845953371909
456,Isoquinoline,16.540651580961157,16.040651580961157,17.040651580961157
457,Caprolactam,16.595563303424953,16.095563303424953,17.095563303424953
458,"Benzaldehyde, 2,6-dichloro-",16.595563303424953,16.095563303424953,17.095563303424953
459,94,16.63410581575296,16.13410581575296,17.13410581575296
460,Linalool acetate,16.650475025888635,16.150475025888635,17.150475025888635
461,gamm-Octanolactone,16.650475025888635,16.150475025888635,17.150475025888635
462,Geraniol,16.705387766971487,16.205387766971487,17.205387766971487
463,132,16.759555897437767,16.35955589743777,17.159555897437766
464,beta-Homocyclocitral,16.760299489435177,16.260299489435177,17.260299489435177
465,"Benzene, 1,3-bis(1,1-dimethylethyl)-",16.768518727554905,16.268518727554905,17.268518727554905
466,Phenylethyl acetate,16.84266707313071,16.34266707313071,17.34266707313071
467,133,16.922842588362588,16.422842588362588,17.422842588362588
468,Nonanoic acid,17.00740325914103,16.50740325914103,17.50740325914103
469,95,17.083139632010017,16.583139632010017,17.583139632010017
470,Geranial,17.11722670406841,16.717226704068413,17.51722670406841
471,6 (DCSE),17.164368399468415,16.664368399468415,17.664368399468415
472,145,17.227508527624366,16.727508527624366,17.727508527624366
473,151,17.32408584880548,16.924085848805483,17.72408584880548
474,16 (DCSE),17.38667795984554,16.88667795984554,17.88667795984554
475,21,17.390793181310947,16.890793181310947,17.890793181310947
476,"Phenol, 4-ethyl-2-methoxy-",17.391787353625276,16.891787353625276,17.891787353625276
477,164,17.414687949908394,16.914687949908394,17.914687949908394
478,Safrole,17.41924321485711,16.91924321485711,17.91924321485711
479,87,17.503299669144205,17.003299669144205,18.003299669144205
480,"Phenol, p-tert-butyl-",17.6388921419503,17.1388921419503,18.1388921419503
481,"Phenol, m-tert-butyl-",17.666348003182144,17.166348003182144,18.166348003182144
482,"Naphthalene, 2-methyl-",17.69380386441399,17.19380386441399,18.19380386441399
483,96,17.865765353813227,17.365765353813227,18.365765353813227
484,"Isoquinoline, 1-methyl-",17.883260050456702,17.383260050456702,18.383260050456702
485,Geranyl formate,17.883260050456702,17.383260050456702,18.383260050456702
486,Theaspirane,17.883260050456702,17.383260050456702,18.383260050456702
487,88,17.904658959550222,17.404658959550222,18.404658959550222
488,Indole,17.935438964843712,17.435438964843712,18.435438964843712
489,Undecanal,18.039794759114226,17.539794759114226,18.539794759114226
490,"Formamide, N,N-dibutyl-",18.091971638997624,17.591971638997624,18.591971638997624
491,"Naphthalene, 1-methyl-",18.170236958822773,17.670236958822773,18.670236958822773
492,120,18.201842972586608,17.701842972586608,18.701842972586608
493,23,18.20383678613596,17.70383678613596,18.70383678613596
494,165,18.246720053475165,17.746720053475165,18.746720053475165
495,2-Hydroxy-5-methylacetophenone,18.248504313151436,17.748504313151436,18.748504313151436
496,2-Methoxy-4-vinylphenol,18.326771667480195,17.826771667480195,18.826771667480195
497,139,18.39331824644406,17.89331824644406,18.89331824644406
498,"3-Buten-2-one, 4-phenyl-",18.43112542724709,17.93112542724709,18.93112542724709
499,153,18.453152997959762,17.953152997959762,18.953152997959762
500,97,18.477086898566004,17.977086898566004,18.977086898566004
501,"Benzaldehyde, 4-ethoxy-",18.770281250000174,18.270281250000174,19.270281250000174
502,2-Methyl-1-undecanol,18.865255948070715,18.365255948070715,19.365255948070715
503,Methyl anthranilate,18.87463704427058,18.37463704427058,19.37463704427058
504,"Quinoline, 5-methyl-",19.031169718424497,18.531169718424497,19.531169718424497
505,"Phenol<2,6-dimethoxy->",19.031169718424497,18.531169718424497,19.531169718424497
506,Methyl o-anisate,19.057258158366142,18.557258158366142,19.557258158366142
507,170,19.088408443318777,18.588408443318777,19.588408443318777
508,Eugenol,19.161613952636657,18.661613952636657,19.661613952636657
509,Geranic acid,19.213790832520058,18.713790832520058,19.713790832520058
510,26,19.22104383793159,18.72104383793159,19.72104383793159
511,gamma-Nonalactone,19.552946655273143,19.052946655273143,20.052946655273143
512,n-Decanoic acid,19.552946655273143,19.052946655273143,20.052946655273143
513,Eugenol <dihydro->,19.552946655273143,19.052946655273143,20.052946655273143
514,157,19.76255749441479,19.26255749441479,20.26255749441479
515,266,19.790481056623342,19.290481056623342,20.290481056623342
516,"Propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester",19.866012003580856,19.366012003580856,20.366012003580856
517,Hexenyl hexenoate<3Z->,19.918188883464257,19.418188883464257,20.418188883464257
518,Biphenyl,19.99645623779302,19.49645623779302,20.49645623779302
519,Damascenone<(E)-beta->,20.074721557618172,19.574721557618172,20.574721557618172
520,183,20.11558659736467,19.61558659736467,20.61558659736467
521,176,20.13335391749334,19.63335391749334,20.63335391749334
522,191,20.142865221925067,19.642865221925067,20.642865221925067
523,"Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1-methylethyl)propyl ester",20.152988911946927,19.652988911946927,20.652988911946927
524,172,20.171749069843052,19.671749069843052,20.671749069843052
525,"Naphthalene, 1-isocyano-",20.17408061099352,19.67408061099352,20.67408061099352
526,171,20.180265502003717,19.680265502003717,20.680265502003717
527,161,20.205293965558475,19.705293965558475,20.705293965558475
528,177,20.214213229436197,19.714213229436197,20.714213229436197
529,190,20.228530031422515,19.728530031422515,20.728530031422515
530,"1,4-DIacetylbenzene",20.306534934784043,19.806534934784043,20.806534934784043
531,Pyrethrone,20.316538589092215,19.816538589092215,20.816538589092215
532,194,20.3264079661613,19.8264079661613,20.8264079661613
533,189,20.327488287584426,19.827488287584426,20.827488287584426
534,27,20.36209722869407,19.86209722869407,20.86209722869407
535,160,20.36290899563912,19.86290899563912,20.86290899563912
536,Vanillin,20.514130187983735,20.014130187983735,21.014130187983735
537,Z-Jasmone,20.613018046065047,20.113018046065047,21.113018046065047
538,Cedr-8-ene,20.68718241373589,20.18718241373589,21.18718241373589
539,Dodecanal,20.68718241373589,20.18718241373589,21.18718241373589
540,Longifolene,20.73662532551641,20.23662532551641,21.23662532551641
541,"Pentanoic acid, 2-ethylhexyl ester",20.934399007158863,20.534399007158864,21.33439900715886
542,"1,4-Dimethylnaphthalene",20.98384191893939,20.48384191893939,21.48384191893939
543,Caryophyllene<E->,20.98384191893939,20.48384191893939,21.48384191893939
544,"Naphthalene, 2,6-dimethyl-",21.008565409349966,20.508565409349966,21.508565409349966
545,195,21.009944814097977,20.509944814097977,21.509944814097977
546,9 (DCSE),21.033360107970267,20.533360107970267,21.533360107970267
547,"Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-",21.231060546882645,20.731060546882645,21.731060546882645
548,Coumarin,21.231060546882645,20.731060546882645,21.731060546882645
549,alpha-Ionone,21.255782002772953,20.755782002772953,21.755782002772953
550,trans-?-Bergamotene,21.295953605649494,20.895953605649495,21.695953605649493
551,162,21.481355369485268,20.981355369485268,21.981355369485268
552,184,21.540830500753593,21.040830500753593,22.040830500753593
553,202,21.56506367177724,21.06506367177724,22.06506367177724
554,163,21.617930681184642,21.117930681184642,22.117930681184642
555,"1H-Indole, 1,2,3-trimethyl-",21.661988217790935,21.161988217790935,22.161988217790935
556,"Phenol, 2-methoxy-4-(1-propenyl)-",21.700772277838396,21.200772277838396,22.200772277838396
557,Geranylacetone,21.75021518961892,21.25021518961892,22.25021518961892
558,1-(4-tert-Butylphenyl)propan-2-one,21.75021518961892,21.25021518961892,22.25021518961892
559,"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",21.77493664550913,21.27493664550913,22.27493664550913
560,Isoeugenol,21.849101013179965,21.349101013179965,22.349101013179965
561,178,21.88888402268362,21.38888402268362,22.38888402268362
562,gamma-Decanolactone,22.121039062493253,21.621039062493253,22.621039062493253
563,Undecanoic acid,22.2693698323551,21.7693698323551,22.7693698323551
564,Dodecanol<N->,22.343534200025932,21.843534200025932,22.843534200025932
565,Menthyl lactate,22.442422058107347,22.04242205810735,22.842422058107346
566,4-Methylbiphenyl,22.541307881668388,22.041307881668388,23.041307881668388
567,Amorphene<alpha->,22.541307881668388,22.14130788166839,22.941307881668386
568,Dehydro-beta-ionone,22.541307881668388,22.041307881668388,23.041307881668388
569,"5,6-epoxy-beta-Ionone",22.615474283859495,22.215474283859496,23.015474283859493
570,E-beta-Ionone,22.625362052407493,22.125362052407493,23.125362052407493
571,delta-Decalactone,22.664917195640008,22.164917195640008,23.164917195640008
572,14 (DCSE),22.76724746203063,22.26724746203063,23.26724746203063
573,Muurolene<alpha->,23.005846516926965,22.505846516926965,23.505846516926965
574,29.22 Tridecanal,23.117131144199718,22.617131144199718,23.617131144199718
575,Cadinene<gamma->,23.216699137375507,22.916699137375506,23.516699137375507
576,"Farnesene<(E,E)-alpha->",23.216699137375507,22.716699137375507,23.716699137375507
577,o-Hydroxybiphenyl,23.263555501307494,22.763555501307494,23.763555501307494
578,Dibenzofuran,23.286984700519064,22.786984700519064,23.786984700519064
579,Butylated Hydroxytoluene,23.310411865239576,22.810411865239576,23.810411865239576
580,"Phenol, 2,4-bis(1,1-dimethylethyl)-",23.40412459310354,22.90412459310354,23.90412459310354
581,Cadinene<delta->,23.591550048831575,23.091550048831575,24.091550048831575
582,Calamenene<cis->,23.591550048831575,23.091550048831575,24.091550048831575
583,"Benzoic acid, 4-ethoxy-, ethyl ester",23.638406412763555,23.138406412763555,24.138406412763555
584,Dihydroactinidiolide,23.70869197590712,23.20869197590712,24.20869197590712
585,Calacorene<alpha->,24.08354288736318,23.58354288736318,24.58354288736318
586,Elemicin,24.20068277994776,23.70068277994776,24.70068277994776
587,Dodecanoic acid,24.411535400396204,23.911535400396204,24.911535400396204
588,Nerolidol<E->,24.528677327471737,24.12867732747174,24.928677327471735
589,gamma-Undecalatone,24.645817220056216,24.145817220056216,25.145817220056216
590,Diethyltoluamide,24.856671874995822,24.356671874995822,25.356671874995822
591,"Phenol, 2,6-dimethoxy-4-(2-propenyl)-",24.991383666988977,24.491383666988977,25.491383666988977
592,Fluorene,24.99724096679188,24.49724096679188,25.49724096679188
593,Hexenyl benzoate<2E->,25.114380859376347,24.614380859376347,25.614380859376347
594,Caryophyllene oxide,25.114380859376347,24.614380859376347,25.614380859376347
595,"Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester",25.299514525081538,24.799514525081538,25.799514525081538
596,20 (DCSE),25.341925049483546,24.841925049483546,25.841925049483546
597,Fokienol,25.36636342383512,24.86636342383512,25.86636342383512
598,Cedrol,25.522341470406985,25.022341470406985,26.022341470406985
599,18 (DCSE),25.576217162762777,25.076217162762777,26.076217162762777
600,179,25.958427468497842,25.458427468497842,26.458427468497842
601,Benzophenone,25.967995361057884,25.467995361057884,26.467995361057884
602,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-",26.123973407629745,25.623973407629745,26.623973407629745
603,198,26.15500639333894,25.65500639333894,26.65500639333894
604,.tau.-Cadinol,26.279953492091384,25.779953492091384,26.779953492091384
605,Murrolol<epi-alpha-> (=tau-muurolol),26.324518066000625,25.824518066000625,26.824518066000625
606,Methyl jasmonate,26.369082639909763,25.869082639909763,26.869082639909763
607,"Benzaldehyde, 4-hydroxy-3,5-dimethoxy-",26.391366964754106,25.991366964754107,26.791366964754104
608,alpha-Muurolol,26.391366964754106,25.891366964754106,26.891366964754106
609,Methyl dihydrojasmonate<cis->,26.5250627243715,26.0250627243715,27.0250627243715
610,Cadinol<alpha->,26.56962729828064,26.06962729828064,27.06962729828064
611,Tridecanoic acid,26.70332305789793,26.20332305789793,27.20332305789793
612,Tetradecanol<N->,26.926150003223377,26.426150003223377,27.426150003223377
613,Cadalene,26.970716615022297,26.470716615022297,27.470716615022297
614,"1,1'-Biphenyl, 3,4-diethyl-",27.304954995120692,26.804954995120692,27.804954995120692
615,"Benzoic acid, 2-ethylhexyl ester",27.483217366537,26.983217366537,27.983217366537
616,201,28.44564930311849,27.94564930311849,28.94564930311849
617,21 (DCSE),28.535419724675652,28.035419724675652,29.035419724675652
618,Tetradecanoic acid,28.711318806966233,28.211318806966233,29.211318806966233
619,Benzyl Benzoate,28.859536437989764,28.359536437989764,29.359536437989764
620,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",28.90188665771452,28.40188665771452,29.40188665771452
621,Anthracene,29.1136275838219,28.6136275838219,29.6136275838219
622,Salicylate<2-ethylhexyl->,29.862925211589186,29.362925211589186,30.362925211589186
623,Isopropyl tetradecanoate,30.14539388020897,29.64539388020897,30.64539388020897
624,Pentadecanoic acid,30.95244750976623,30.45244750976623,31.45244750976623
625,11 (DCSE),31.031740315755833,30.531740315755833,31.531740315755833
626,Hexadecanol<N->,31.275268554688118,30.775268554688118,31.775268554688118
627,Homomenthyl salicylate,31.396325683594306,30.896325683594306,31.896325683594306
628,17 (DCSE),32.1463765462246,31.6463765462246,32.6463765462246
629,7 (DCSE),32.4554443359381,31.955444335938097,32.9554443359381
630,n-Hexadecanoic acid,33.1584655761725,32.6584655761725,33.6584655761725
631,19 (DCSE),33.1635803222662,32.6635803222662,33.6635803222662
632,Isopropyl hexadecanoate,34.02198592122454,33.52198592122454,34.52198592122454
633,"10,18-Bisnorabieta-8,11,13-triene",34.59609200833625,34.09609200833625,35.09609200833625
634,Octadecanol<N->,34.86850878906128,34.36850878906128,35.36850878906128
